Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,['Jerome David Salinger'],1964,"The author writes: FRANNY came out in The New Yorker in 1955, and was swiftly followed, in 1957 by ZOOEY. Both stories are early, critical entries in a narrative series I'm doing about a family of settlers in twentieth-century New York, the Glasses. It is a long-term project, patently an ambiguous one, and there is a real-enough danger, I suppose that sooner or later I'll bog down, perhaps disappear entirely, in my own methods, locutions, and mannerisms. On the whole, though, I'm very hopeful. I love working on these Glass stories, I've been waiting for them most of my life, and I think I have fairly decent, monomaniacal plans to finish them with due care and all-available skill.",0553269739,9780553269734.0,202.0,['Brothers and sisters'],NOT_MATURE,en,0553269739
,['Kay C. Whitaker'],1991-12-06,"This is Kay Whitaker's spellbinding account of her ""reluctant"" apprenticeship to Domano and Chea Hetaka, two charismatic shamans from the Amazon Basin who come to teach her -- a young homemaker -- to be a Kala Keh nah seh, a builder of webs of balance,"" and to hand down the ancient wisdom of their people. In spite of her doubts and fears, Whitaker finds the balance and harmony she was destined to know.",9780062509437,62509438.0,316.0,"['Body, Mind & Spirit']",NOT_MATURE,en,0062509438
,['Diana Wynne Jones'],2001-08,"Sirius the dog star is reborn on Earth as a puppy with a mission to search for the lost Zoi, the murder weapon of the stars.",0064410382,9780064410380.0,278.0,['Juvenile Fiction'],NOT_MATURE,en,0064410382
,['Tove Jansson'],1992-03-01,"A huge wave has crashed through the valley, flooding the Moomins out of their home! With their usual resilience, the Moomins and their friends move into the first house that comes bobbing along. It's strange-looking, like a big cave with curtains hanging on either side. And when the house bumps into dry land and Moomintroll and the Snork Maiden decide to spend the night on shore--then the adventure really begins. Moomintroll and the Snork Maiden get lost, and Moominpappa decides to write a play which they will perform in the house, in the hope that Moomintroll will hear about it and find his way home. ""Moominsummer Madness,"" the fourth in Tove Jansson's classic series of books about Moominvalley, is enchanting and full of exciting adventures and surprises, some of them odd even by Moomin standards!",0374453101,9780374453107.0,176.0,['Juvenile Fiction'],NOT_MATURE,en,0374453101
,['Suzanne Brockmann'],2004,"FInCOM agent P.J. Richards is given access to the no-women-allowed world of the Navy SEALs from the inside, so she can't afford any distractions--especially not toughened SEAL Senior Chief ""Harvard"" Becker. Reissue.",0778320790,9780778320791.0,249.0,['Fiction'],NOT_MATURE,en,0778320790
,['Margaret Mahy'],1984,"Winner of the Carnegie Medal. Jacko is dying, being sucked dry by the sinister Carmody. Laura hopes to save him by changing over. But what further supernatural dangers will that risk? And what of the other changeovers which threaten her life, such as her relationship with Sorry Carlisle?",0140372954,9780140372953.0,214.0,['Adolescence'],NOT_MATURE,en,0140372954
,['Vernor Vinge'],1993-02-15,"After a spaceship crashes in unknown and unfriendly territory, two young children, the only survivors, are left to fend for themselves, but with time being of the essence, a rescue plan must be put into place quickly before the clock runs out on their lives. Reissue.",0812515285,9780812515282.0,632.0,['Fiction'],NOT_MATURE,en,0812515285
,['Patrick Nielsen Hayden'],1998-10-15,"Since its debut in 1996, Starlight has been recognized as the leading SF and Fantasy original anthology series in the world. Stories from Starlight have won the Nebula Award, the Theodore Sturgeon Award, and the Tiptree Award, and have been repeatedly honored by all of the field's ""best of the year"" collections. In Starlight 2, award-winning editor Patrick Nielsen Hayden offers a serving of powerful, original fiction, from SF writers such as Jonathan Lethem, Ellen Kushner, David Langford, Susanna Clarke, Esther M. Friesner, and Ted Chiang.",0312861842,9780312861841.0,320.0,['Fiction'],NOT_MATURE,en,0312861842
,"['Wendy Pini', 'Richard Pini']",2004,"A grand saga follows the adventures of human, trolls, and various elfin tribes.",1401201385,9781401201388.0,224.0,['Comics & Graphic Novels'],NOT_MATURE,en,1401201385
,"['Kurt Busiek', 'David Wenzel', 'John Roshell']",1997,"""Introduction by Charles de Lint"" -- cover.",1887279342,9781887279345,125.0,"['Comic books, strips, etc']",NOT_MATURE,en,1887279342
,['Rumiko Takahashi'],2002-06-06,"Le petit renard Shippô veut venger son père des ignobles frères Raïjû. Alors que Kagome se fait agresser par les Raïjû, Inu-Yasha vole à son secours. Mais Inu-Yasha tombe sur un adversaire bien plus coriace qu'il ne le pensait ! !",2871294283,9782871294283,190.0,,NOT_MATURE,fr,2871294283
,['Rumiko Takahashi'],2002-04-11,,2871294186,9782871294184,192.0,,NOT_MATURE,fr,2871294186
,['Rumiko Takahashi'],2002-02-07,Kagome et Inu-Yusha viennent d'unir leurs forces à la recherche des fragments dispersés de la perle de Shikon !,2871294054,9782871294054,188.0,,NOT_MATURE,fr,2871294054
,['Guy Gavriel Kay'],2004,"The fates of three powerful civilizations--the Erlings of Vinmark, the Anglcyn kindom, and the Cyngael--clash in an evocative fantasy based on the legends of the ancient Celts, Anglo-Saxons, and Norse cultures. 12,000 first printing.",0451459652,9780451459657,501.0,['Fiction'],NOT_MATURE,en,0451459652
,['Tim Powers'],1991,"Young Doctor Michael Crawford entreats the poets Shelley, Byron, and Keats for help in getting rid of the evil spirits that killed his wife and are haunting his life. 1990 Mythopoeic Fantasy Award.",0441790976,9780441790975,470.0,['Fiction'],NOT_MATURE,en,0441790976
,"['Garth Ennis', 'Steve Dillon']",2001,"The Reverend Jesse Custer is returning to the Alamo, a place of sacrifice, to end the quest that began in the burning remains of his church all those years ago - a quest to track down God and make Him answer for His actions.",1563897156,9781563897153,221.0,['Fiction'],NOT_MATURE,en,1563897156
,"['Garth Ennis', 'Steve Dillon', 'John McCrea', 'Pamela Rambo', 'Matt Mulvihill', 'Clem Robins']",2000,"Written by Garth Ennis; Art by Steve Dillon and Glenn Fabry A new edition of the collection including PREACHER #51-58 and the one-shot PREACHER: TALL IN THE SADDLE. Following the events of the PREACHER: SALVATION collection, Jesse Custer wants to renew his quest to find God and hold him accountable for all of his actions. But before he can continue down that path, he must reunite with his girlfriend Tulip. In this edition, we look back and see how Jesse and Tulip first met as well as how she became so deadly proficient with a gun. Also, after making amends with his love, Jesse seeks revenge against his former friend and compatriot Cassidy for the things that the Irish vampire did to Tulip during the time that they both believed the Preacher to be dead.",1563896176,9781563896170,247.0,['Comics & Graphic Novels'],NOT_MATURE,en,1563896176
,"['Garth Ennis', 'Steve Dillon']",1999,"Disillusioned with his own beliefs, Jesse Custer, along with his girlfriend Tulip and their Irish vampire friend Cassidy, begins a violent and riotous journey across the country in search of God, who has abandoned heaven.",1563895196,9781563895197,248.0,['Comics & Graphic Novels'],NOT_MATURE,en,1563895196
,"['Garth Ennis', 'Steve Dillon']",1999,Written by Garth Ennis Art by Steve Dillon and Peter Snejbjerg Cover by Glenn Fabry This new edition collects the story of Jesse Custer's ultimate battle with the Saint of Killers and the forces of Starr - and the catastrophic outcome - originally presented in PREACHER #34-40. Also included: the PREACHER SPECIAL: ONE MAN'S WAR one-shot profiling the villainous Starr.,1563894904,9781563894909,238.0,['Comics & Graphic Novels'],NOT_MATURE,en,1563894904
,,,,,,,,,,1563894289
,,,,,,,,,,156389405X
,"['Garth Ennis', 'Steve Dillon', 'Matt Hollingsworth']",1997,"Follows preacher Jesse Custer's journey across America in search of God, who abandoned Heaven when Genesis, the product of an angel and a demon, was born.",1563893274,9781563893278,229.0,['Art'],NOT_MATURE,en,1563893274
,"['Garth Ennis', 'Steve Dillon', 'Matt Hollingsworth']",1997,"Reverend Jesse Custer, an old Texas minister who is joined with a spiritual entity called Genesis and wields the Word of God, revisits terrors of his childhood on his way to find God.",1563893126,9781563893124,260.0,['Comics & Graphic Novels'],NOT_MATURE,en,1563893126
,['Gillian Bradshaw'],1992-07-01,"The marriage of Mauakes, the elderly king of Ferghana, to Heliokleia, a beautiful, young Bactrian princess, unleashes fateful dark omens of tragedy, passion, turmoil, and downfall. Reprint.",0553297961,9780553297966,512.0,['Fiction'],NOT_MATURE,en,0553297961
,['Marsha Moyer'],2003-05-27,"I was thirty-three years old when my husband walked out into a field one morning and never came back, and I went in one quick leap from wife to widow. Lucy Hatch never expected more of life than to spend it on an East Texas farm with her silent and stoic husband, Mitchell. Now that the curtain has abruptly come down, she's back where it all started -- in tiny Mooney -- living in a rundown old house perched on the edge of nowhere, meaning to carry out her widowhood in the manner of her old maid Aunt Dove, in peaceful solitude. But life, and the folks of Mooney, have other plans for Lucy. In hardly any time at all, she's mortified her entire family. And without even trying, she's caught the eye of the local handyman, Ash Farrell -- lifting eyebrows and setting tongues wagging. Everyone in town, it seems, thinks the guitar-playing, lady-loving Ash is the wrong choice of company for a brand new widow. All Lucy Hatch knows for sure is that she hasn't had much worth remembering in her first thirty-three years. This is her life, after all, and for the very first time, she intends to live it. Marsha Moyer's exhilarating debut is a funny, poignant, and winsome tale about self-discovery and starting over at the beginning -- and of love popping up in the most unlikely place and time to transform a heart and nourish a soul. You're never going to forget Lucy Hatch.",9780060081669,006008166X,322.0,['Fiction'],NOT_MATURE,en,006008166X
,['Masashi Tanaka'],2000,"Gon travels around the world and meets a variety of animals along the way, including an ibex, a wolf, and elephants.",1563896699,9781563896699,175.0,['Juvenile Fiction'],NOT_MATURE,en,1563896699
,['Sean Stewart'],1996-06,"Raised among mortals in a world that perpetually tests his restraint, reluctant angel Dante is challenged to hide his powers and is ultimately compelled to fulfill his fate. Reprint.",0441003397,9780441003396,260.0,['Fiction'],NOT_MATURE,en,0441003397
