ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0316695505,The Noel Coward Diaries,Graham Payn,1982,Little Brown &amp; Co,http://images.amazon.com/images/P/0316695505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316695505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316695505.01.LZZZZZZZ.jpg
840149902X,Tierra Virgen: Tierra Virgen,Vazquez-Figueroa,0,Plaza &amp; Janes Editor,http://images.amazon.com/images/P/840149902X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/840149902X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/840149902X.01.LZZZZZZZ.jpg
0613034767,Breaking the Surface,Greg Louganis,1999,Bt Bound,http://images.amazon.com/images/P/0613034767.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613034767.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613034767.01.LZZZZZZZ.jpg
0877738726,FOR LOVE OF THE DARK ONE (Shambhala Centaur Editions),Andrew Schelling,1993,Shambhala,http://images.amazon.com/images/P/0877738726.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877738726.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877738726.01.LZZZZZZZ.jpg
0684837625,Cleo,Cleo Laine,1997,Simon &amp; Schuster,http://images.amazon.com/images/P/0684837625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684837625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684837625.01.LZZZZZZZ.jpg
0394499514,Oh Pray My Wings Are Gonna Fit Me Well,Maya Angelou,1975,Random House Inc,http://images.amazon.com/images/P/0394499514.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394499514.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394499514.01.LZZZZZZZ.jpg
0590202979,"The Coffin (Nightmare Hall, No 19)",Diane Hoh,1995,Scholastic Paperbacks,http://images.amazon.com/images/P/0590202979.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590202979.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590202979.01.LZZZZZZZ.jpg
8423919560,Romancero Gitano (Coleccibon Austral),Federico Garcia Lorca,1988,Elliot's Books,http://images.amazon.com/images/P/8423919560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423919560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423919560.01.LZZZZZZZ.jpg
0394471423,Just Give Me a Cool Drink of Water 'Fore I Diiie,Maya Angelou,1971,Random House Inc,http://images.amazon.com/images/P/0394471423.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394471423.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394471423.01.LZZZZZZZ.jpg
842391870X,Odisea,Homer,1998,"Espasa Calpe Mexicana, S.A.",http://images.amazon.com/images/P/842391870X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/842391870X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/842391870X.01.LZZZZZZZ.jpg
0312856830,A Deepness in the Sky,Vernor Vinge,1999,Tor Books,http://images.amazon.com/images/P/0312856830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312856830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312856830.01.LZZZZZZZ.jpg
8423918610,Sonata De Otono: Sonata De Invierno (Coleccibon Austral),Ramon Del Valle-Inclan,1983,Elliot's Books,http://images.amazon.com/images/P/8423918610.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423918610.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423918610.01.LZZZZZZZ.jpg
0385242255,Soul of the Tiger: Searching for Nature's Answers in Exotic Southeast Asia,Jeffrey A. McNeely,1988,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385242255.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385242255.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385242255.01.LZZZZZZZ.jpg
8423918580,Platero Y Yo (Literatura),Juan Ramon Jimenez,2001,Continental Book Co Inc,http://images.amazon.com/images/P/8423918580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423918580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423918580.01.LZZZZZZZ.jpg
1566191807,Salvador Dali,Jessica Hodge,0,Barnes Noble,http://images.amazon.com/images/P/1566191807.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566191807.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566191807.01.LZZZZZZZ.jpg
0224009273,The life and death of Adolph Hitler,Robert Payne,1973,Cape,http://images.amazon.com/images/P/0224009273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0224009273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0224009273.01.LZZZZZZZ.jpg
0486204294,History of Mathematics (General Survey of the History of Elementary Mathematics),D. E. Smith,1923,Dover Publications,http://images.amazon.com/images/P/0486204294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486204294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486204294.01.LZZZZZZZ.jpg
8423918416,PoesÃ­as completas (ColecciÃ³n Austral),Luis de LeÃ³n,1988,Espasa Calpe,http://images.amazon.com/images/P/8423918416.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423918416.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423918416.01.LZZZZZZZ.jpg
0394427424,The Boer War,Thomas Pakenham,1979,Random House,http://images.amazon.com/images/P/0394427424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394427424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394427424.01.LZZZZZZZ.jpg
8423918378,Sonata de Primavera-Sonata de Estio,Del Valle-Inclan Ramon,1994,Elliot's Books,http://images.amazon.com/images/P/8423918378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423918378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423918378.01.LZZZZZZZ.jpg
0192142070,The Oxford Book of Comic Verse,John Gross,1994,Oxford University Press,http://images.amazon.com/images/P/0192142070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192142070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192142070.01.LZZZZZZZ.jpg
0486206548,Humorous Verse of Lewis Carroll (Dover Classics for Children),Lewis Carroll,1979,Dover Publications,http://images.amazon.com/images/P/0486206548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486206548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486206548.01.LZZZZZZZ.jpg
8423918319,LA Vida Es Sueno (Nueva Austral Series: No. 31),Pedro Calderon De LA Barca,1997,Continental Book Company,http://images.amazon.com/images/P/8423918319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423918319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423918319.01.LZZZZZZZ.jpg
0809304600,Complete Works of the Gawain Poet,John Gardner,0,Southern Il Univ,http://images.amazon.com/images/P/0809304600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0809304600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0809304600.01.LZZZZZZZ.jpg
0060638419,"Nietzsche: Volumes One and Two : Volumes One and Two (Nietzsche, Vols. I &amp; II)",Martin Heidegger,1991,HarperSanFrancisco,http://images.amazon.com/images/P/0060638419.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060638419.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060638419.01.LZZZZZZZ.jpg
8423918203,Cantar De Mio Cid,Anonimo,1987,Lectorum Pubns (J),http://images.amazon.com/images/P/8423918203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423918203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423918203.01.LZZZZZZZ.jpg
0304349267,Cassell Dictionary of Insulting Quotations,Jonathon Green,1998,Cassell,http://images.amazon.com/images/P/0304349267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0304349267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0304349267.01.LZZZZZZZ.jpg
0312864787,The Paths of the Dead,Steven Brust,2002,Tor Books,http://images.amazon.com/images/P/0312864787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312864787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312864787.01.LZZZZZZZ.jpg
9810035578,Peculiar Chris,Johann S Lee,1992,Cannon International,http://images.amazon.com/images/P/9810035578.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9810035578.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9810035578.01.LZZZZZZZ.jpg
8423918068,"Rimas Y Declaraciones Poeticas (Coleccion Austral (1987), 6.)",Gustavo Adolfo Becquer,1986,Elliot's Books,http://images.amazon.com/images/P/8423918068.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423918068.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423918068.01.LZZZZZZZ.jpg
0914457330,Europe on 10 Salads a Day,Mary Jane Edwards,1990,Natl Book Network,http://images.amazon.com/images/P/0914457330.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0914457330.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0914457330.01.LZZZZZZZ.jpg
8439811616,O poema dos lustros,MillÃ¡n Picouto,1984,Concello de Ourense,http://images.amazon.com/images/P/8439811616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8439811616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8439811616.01.LZZZZZZZ.jpg
8475072291,Os Brasileiros,Xoan-Manuel Casado,1986,EdiciÃ³ns Xerais de Galicia,http://images.amazon.com/images/P/8475072291.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8475072291.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8475072291.01.LZZZZZZZ.jpg
0312118635,The Name of Love: Classic Gay Love Poems,Michael Lassell,1995,St Martins Pr,http://images.amazon.com/images/P/0312118635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312118635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312118635.01.LZZZZZZZ.jpg
0312014406,The Haunted: One Family's Nightmare,Robert Curran,1988,St Martins Pr,http://images.amazon.com/images/P/0312014406.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312014406.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312014406.01.LZZZZZZZ.jpg
9814120383,Insight Guide Asia's Best Hotels &amp; Resorts (Insight Guides),Ed Peters,2003,Insight Guides,http://images.amazon.com/images/P/9814120383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9814120383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9814120383.01.LZZZZZZZ.jpg
8471544261,A esmorga (Literatura),Eduardo Blanco-Amor,1983,Editorial Galaxia,http://images.amazon.com/images/P/8471544261.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8471544261.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8471544261.01.LZZZZZZZ.jpg
0312130430,Cuckoo: A Caz Flood Mystery,Alex Keegan,1995,St Martins Pr,http://images.amazon.com/images/P/0312130430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312130430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312130430.01.LZZZZZZZ.jpg
8471544032,O fidalgo: E outras narraciÃ³ns (Literatura),RamÃ³n Otero Pedrayo,1982,Editorial Galaxia,http://images.amazon.com/images/P/8471544032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8471544032.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8471544032.01.LZZZZZZZ.jpg
0060200898,The Poetry of Black America : Anthology of the 20th Century,Arnold Adoff,1973,HarperCollins,http://images.amazon.com/images/P/0060200898.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060200898.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060200898.01.LZZZZZZZ.jpg
8471544458,Aires da miÃ±a terra: E outros poemas (Biblioteca bÃ¡sica da cultura galega),Manuel Curros EnrÃ­quez,1983,Editorial Galaxia,http://images.amazon.com/images/P/8471544458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8471544458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8471544458.01.LZZZZZZZ.jpg
0451127390,Fountainhead,Ayn Rand,1952,Signet Book,http://images.amazon.com/images/P/0451127390.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451127390.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451127390.01.LZZZZZZZ.jpg
0140585990,Penguin Book of Zen Poetry,Lucien Stryk,1988,Penguin USA,http://images.amazon.com/images/P/0140585990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140585990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140585990.01.LZZZZZZZ.jpg
8485134702,Memorias dun neno labrego (Narrativa),XosÃ© Neira Vilas,1986,EdiciÃ³s do Castro,http://images.amazon.com/images/P/8485134702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8485134702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8485134702.01.LZZZZZZZ.jpg
8473392256,Aqueles anos do Moncho (Arealonga ; 20),XosÃ© Neira Vilas,1977,Akal,http://images.amazon.com/images/P/8473392256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8473392256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8473392256.01.LZZZZZZZ.jpg
0374281904,Manuel Puig and the Spider Woman : His Life and Fictions,Suzanne Jill Levine,2000,Farrar Straus &amp; Giroux,http://images.amazon.com/images/P/0374281904.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374281904.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374281904.01.LZZZZZZZ.jpg
8471547244,Os camiÃ±os da vida (Galaxia narrativa),RamÃ³n Otero Pedrayo,1990,Galaxia,http://images.amazon.com/images/P/8471547244.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8471547244.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8471547244.01.LZZZZZZZ.jpg
071484103X,Gandhi: A Photo Biography,Peter RÃ¼he,2001,Phaidon Press,http://images.amazon.com/images/P/071484103X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/071484103X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/071484103X.01.LZZZZZZZ.jpg
0130109878,Literature for Young Children (4th Edition),Joan I. Glazer,1999,Prentice Hall,http://images.amazon.com/images/P/0130109878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0130109878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0130109878.01.LZZZZZZZ.jpg
8471545691,A nosa cinza: Novela (ColecciÃ³n literaria),Xavier AlcalÃ¡,1988,Galaxia,http://images.amazon.com/images/P/8471545691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8471545691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8471545691.01.LZZZZZZZ.jpg
0345371461,The Case of the Sleepwalker's Niece,Erle Stanley Gardner,1991,Ballantine Books,http://images.amazon.com/images/P/0345371461.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345371461.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345371461.01.LZZZZZZZ.jpg
8471543087,Os outros feirantes,Alvaro Cunqueiro,1979,Galaxia,http://images.amazon.com/images/P/8471543087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8471543087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8471543087.01.LZZZZZZZ.jpg
0755111907,Golden Bats and Pink Pigeons,Gerald Durrell,2003,House of Stratus Inc,http://images.amazon.com/images/P/0755111907.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0755111907.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0755111907.01.LZZZZZZZ.jpg
0140018905,Encounters With Animals,Gerald Durrell,1980,Penguin USA,http://images.amazon.com/images/P/0140018905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140018905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140018905.01.LZZZZZZZ.jpg
0844200255,Teach Yourself Classical Music (Teach Yourself),Stephen  Collins,1995,McGraw-Hill,http://images.amazon.com/images/P/0844200255.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0844200255.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0844200255.01.LZZZZZZZ.jpg
0671612980,Gerald and Lee Durrell in Russia,Gerald Durrell,1988,Book Sales,http://images.amazon.com/images/P/0671612980.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671612980.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671612980.01.LZZZZZZZ.jpg
0440412242,The Children on the Top Floor,Noel Streatfeild,1985,Yearling Books,http://images.amazon.com/images/P/0440412242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440412242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440412242.01.LZZZZZZZ.jpg
0553155261,"Encyclopedia Brown Gets His Man (America's Sherlock Holmes in Sneakers, No. 4)",Donald J. Sobol,1982,Skylark Books,http://images.amazon.com/images/P/0553155261.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553155261.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553155261.01.LZZZZZZZ.jpg
0140083936,Transgressions: Australian Writing Now,Don Anderson,1986,Penguin USA,http://images.amazon.com/images/P/0140083936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140083936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140083936.01.LZZZZZZZ.jpg
0755111893,The Garden of the Gods,Gerald Durrell,2003,House of Stratus Inc,http://images.amazon.com/images/P/0755111893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0755111893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0755111893.01.LZZZZZZZ.jpg
0385486758,Listening With My Heart,Heather Whitestone,1997,Doubleday Books,http://images.amazon.com/images/P/0385486758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385486758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385486758.01.LZZZZZZZ.jpg
0306810085,"The Queen's Throat: Opera, Homosexuality, and the Mystery of Desire",Wayne Koestenbaum,2001,Da Capo Press,http://images.amazon.com/images/P/0306810085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0306810085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0306810085.01.LZZZZZZZ.jpg
0192842021,Archaic and Classical Greek Art (Oxford History of Art),Robin Osborne,1998,Oxford University Press,http://images.amazon.com/images/P/0192842021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192842021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192842021.01.LZZZZZZZ.jpg
0671884077,STRANGER AT THE GATE,Mel White,1994,Simon &amp; Schuster,http://images.amazon.com/images/P/0671884077.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671884077.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671884077.01.LZZZZZZZ.jpg
0226721833,"Opera, Sex and Other Vital Matters",Paul A. Robinson,2002,University of Chicago Press,http://images.amazon.com/images/P/0226721833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0226721833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0226721833.01.LZZZZZZZ.jpg
0752261991,The Private Lives of the Pharaohs,Joyce Tyldesley,2002,Pan Macmillan,http://images.amazon.com/images/P/0752261991.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752261991.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752261991.01.LZZZZZZZ.jpg
190285246X,Death Comes Easy : The Gay Times Book of Murder Stories,Peter Burton,2003,Millivres Books,http://images.amazon.com/images/P/190285246X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/190285246X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/190285246X.01.LZZZZZZZ.jpg
1400011655,Fodor's Around San Diego With Kids: 60 Great Things to Do Together (Fodor's Around the City With Kids),Cynthia Cuadra Winters,2003,Fodor's Travel Publications,http://images.amazon.com/images/P/1400011655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400011655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400011655.01.LZZZZZZZ.jpg
0446322016,Thirty-Six Hour Day,Nancy L. Mace,1984,Not Avail,http://images.amazon.com/images/P/0446322016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446322016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446322016.01.LZZZZZZZ.jpg
0517106469,Halfway Home,Monette,1993,Not Avail,http://images.amazon.com/images/P/0517106469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517106469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517106469.01.LZZZZZZZ.jpg
1400011647,Fodor's Around Atlanta With Kids: 60 Great Things to Do Together,Mary Jo Dilonardo,2003,Fodor's Travel Publications,http://images.amazon.com/images/P/1400011647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400011647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400011647.01.LZZZZZZZ.jpg
0312014724,Love Alone: Eighteen Elegies for Rog,Paul Monette,1988,St Martins Pr,http://images.amazon.com/images/P/0312014724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312014724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312014724.01.LZZZZZZZ.jpg
0553502662,Disobedience,Jane Hamilton,2000,Random House Audio Publishing Group,http://images.amazon.com/images/P/0553502662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553502662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553502662.01.LZZZZZZZ.jpg
